folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
143703,1,52003,4,1,1,3,2,58,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,4,0,4,0,3,2,1,11,11007,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41013,41013052003,19.2964399047877
634801,1,222001,4,1,3,2,2,75,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,1,-14,-14,1,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,8,8019,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,99,2,2019,1,1,2,1,2,2,2,2,2,0,-36,-36,1,1,80370001,2,2,-39,-39,-39,3,-41,-41,1,48,48141,4814124000,3,1,2,2,2,1,2,5,1,3,1,20,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,-1,1,3,1,41032,41032222001,20.4978619513474
257603,1,82003,4,1,3,2,2,69,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,6,2,4,2,4,5,1,3,1,2,2,1,5,5035,2,1,-20,-20,-20,-20,2,2,1,1,1,2,2,2,2,1,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,6,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,1,41032,41032082003,25.4341742958221
54703,1,32003,4,1,3,1,2,29,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,4,0,4,0,2,2,1,10,10007,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,751,1,2,2,-31,8,6,150,1,2,1,2,311,1,2,2,2,2,2,2,2,2,-33,-33,999,996,996,2,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,2,6,2,1,41031,41031032003,33.5286211711443
759601,1,262001,5,1,3,2,1,25,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,6,0,5,1,4,2,1,26,26036,2,1,-20,-20,-20,-20,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,999,713,996,2,99,2,2016,5,2,2,1,2,2,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51032,51032262001,34.5141284321104
762001,1,262001,5,1,3,2,1,66,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,2,0,1,1,1,1,1,26,26017,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,1,2,2,2,2,2,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,97,2,2019,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,-1,4,2,1,51032,51032262001,34.5141284321104
33501,1,52001,5,1,1,2,2,24,1,-2,2,1,7,-8,-8,2,0,-10,-10,-10,0,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,5,0,5,0,2,2,1,21,21114,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,2,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,51012,51012052001,34.7271012716249
379502,1,132002,5,1,5,3,2,62,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,26,26018,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,97,2,2019,997,97,2,1,2,2,1,2,1,4,2,-37,1,1,260430001,3,2,-39,-39,-39,3,-41,-41,1,4,4019,401977000,3,2,2,1,2,1,777,7,1,6,1,30,6,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,-1,6,3,1,51053,51053132002,35.5871502873523
598901,1,202001,5,1,5,3,1,35,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,4,8,-15,-15,-15,2,2,3,2,5,1,-17,4,2,2,0,1,1,1,26,26003,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,211,1,1,1,2,10,5,9999999,99,99,2,6,112,1,2,2,-32,2,2,2,2,3,-33,-33,999,282,996,3,5,2,2020,20,2,2,1,2,2,2,2,2,5,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,7,2,1,51053,51053202001,36.6213067948
282803,1,92003,4,1,3,2,2,43,1,-2,2,1,3,2,2,1,1,1,1,96,1,1,1,3,3,-15,-15,-15,2,2,6,2,5,2,1,3,1,2,0,1,2,1,8,8032,2,1,-20,-20,-20,-20,2,2,1,1,1,2,2,2,1,1,2,1,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,5,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,3,6,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,41032,41032092003,37.3851304868142
584902,1,222002,4,1,3,2,1,25,1,-2,2,1,3,2,2,1,0,-10,-10,-10,0,1,1,3,9,-15,-15,-15,2,2,3,2,1,1,-17,2,0,2,0,0,2,1,10,10005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,2,1,-34,-34,2,1,2,1,2,2,1,1,1,0,-36,-36,1,1,80370001,3,2,-39,-39,-39,2,-40,2,1,4,4013,401355000,2,2,2,1,1,1,3,5,1,6,1,2,6,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,7,3,1,41032,41032222002,37.7472490476341
633101,1,222001,4,1,3,2,1,35,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,3,2,5,1,-17,3,1,2,0,1,1,1,10,10007,2,1,-20,-20,-20,-20,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,999,999,999,2,2,2,2019,1,5,2,1,1,2,2,2,1,0,2,-37,1,1,80370001,2,2,-39,-39,-39,1,1,1,1,35,35001,3500102000,2,2,2,1,2,1,6,5,1,4,1,3,6,1,1,2,2,2,2,7,2016,2019,2,1,1,312,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,3,1,41032,41032222001,38.9079787017188
921301,1,302001,5,1,2,2,1,43,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,10,-15,-15,-15,2,2,6,2,5,1,-17,3,0,3,0,1,1,1,26,26018,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,233,1,1,1,2,5,5,9999999,99,99,1,3,611,1,2,2,-32,2,2,2,2,3,-33,-33,999,996,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,6,7,2,1,51022,51022302001,42.0466855766065
877501,1,292001,4,1,3,2,2,49,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,4,3,0,3,0,1,2,1,8,8001,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,5,1,-34,-34,2,5,2,2,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,41032,41032292001,43.7539866898802
255602,1,102002,5,1,1,2,2,40,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,26,26002,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,6,-27,-27,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,999,999,999,2,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51012,51012102002,44.2507457070297
442802,1,172002,5,1,4,2,1,30,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,4,0,4,0,2,2,1,25,25015,1,1,-20,-20,-20,-20,1,2,1,1,2,2,2,2,2,2,2,2,2,1,-23,1,-25,-25,-25,-25,761,3,2,2,-31,10,5,9999999,99,99,1,2,327,5,2,2,-32,2,2,2,2,3,-33,-33,999,999,999,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,1,-47,2015,1,2,2,-48,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,51042,51042172002,45.7766334935
845101,1,282001,5,1,2,2,2,40,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,1,2,1,2,0,2,0,2,2,1,25,25012,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,97,2,2019,997,97,2,1,2,2,1,2,1,4,2,-37,1,1,260430001,3,2,-39,-39,-39,3,-41,-41,1,4,4013,401355000,2,2,2,1,1,1,777,7,1,3,1,18,6,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,3,1,51022,51022282001,49.804977240928
610802,1,232002,4,1,1,2,1,24,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,1,3,-15,-15,-15,2,2,6,2,6,2,2,5,2,3,0,2,2,1,10,10005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,160,1,2,1,5,713,1,2,2,-32,2,2,2,2,3,-33,-33,999,996,996,2,1,-34,-34,997,97,2,1,2,2,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,5,2,1,41012,41012232002,50.8636968100882
284603,1,92003,4,1,3,1,2,65,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,2,0,1,1,1,2,1,10,10018,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,1,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41031,41031092003,53.7108214149158
168603,1,52003,2,1,4,2,1,40,1,-2,2,1,2,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,7,2,5,0,2,2,1,5,5002,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,6,1,-34,-34,3,5,2,1,2,1,1,1,1,4,2,-37,1,1,280270001,3,2,-39,-39,-39,6,-41,-41,1,30,30001,3000120800,3,2,2,2,1,1,777,7,1,6,1,998,98,98,98,98,98,98,98,998,9998,9998,98,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,-1,4,3,1,21042,21042052003,62.6321103260267
278803,1,92003,4,1,3,2,1,35,1,-2,2,1,3,2,2,3,2,1,1,4,3,1,1,3,2,-15,-15,-15,2,2,3,2,5,1,-17,4,2,2,0,1,1,1,10,10017,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,411,5,-30,2,-31,8,6,1500,1,3,1,2,466,2,2,2,-32,2,2,2,2,3,-33,-33,999,996,996,2,1,-34,-34,6,5,2,1,2,2,2,2,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,4,4,2,1,41032,41032092003,65.2332378955765
704602,1,242002,1,2,2,2,1,34,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,30,30034,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,712,1,2,2,-31,12,6,3500,1,3,1,6,237,2,2,2,-32,2,2,2,2,2,-33,-33,999,999,999,1,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,1,12022,12022242002,68.2784454547957
433702,1,152002,1,2,2,2,1,29,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,28,28022,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,997,1,1,1,2,12,4,1900,1,3,1,7,334,1,2,2,-32,2,2,2,2,2,-33,-33,999,999,999,1,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,99,4,2,1,12022,12022152002,68.566029246541
479602,1,192002,2,1,4,2,2,26,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,1,2,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,12,12008,97,2,1,19,19008,97,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,2,2,2,2019,777,7,2,1,2,1,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,3,2,1,21042,21042192002,69.3416698386454
504302,1,202002,4,1,2,2,2,47,1,-2,2,1,7,-8,-8,2,0,-10,-10,-10,2,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,5,3,2,0,2,2,1,20,20014,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,313,996,1,2,2,2020,2,6,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41022,41022202002,69.9858492236538
506202,1,202002,4,1,2,2,1,25,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,5,9,-15,-15,-15,1,2,1,2,6,2,2,2,0,2,0,1,2,1,10,10007,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,264,996,2,1,-34,-34,7,5,2,1,2,1,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,7,2,1,41022,41022202002,69.9858492236538
513902,1,212002,4,1,3,1,2,22,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,2,3,-15,-15,-15,2,2,6,2,6,2,2,5,2,3,0,2,2,1,5,5035,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,9,6,1200,1,3,1,5,462,1,2,2,2,2,2,2,2,2,-33,-33,999,996,996,2,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,5,2,1,41031,41031212002,72.5695053262253
821001,1,272001,2,1,3,2,1,47,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,6,3,3,0,0,1,1,19,19039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,999,999,999,3,1,-34,-34,2,2,2,2,1,1,2,2,2,3,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,21032,21032272001,72.9226950364941
156002,1,62002,2,1,2,2,2,28,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,2,1,5,2,2,1,2,2,1,19,19009,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,2,1,-34,-34,15,2,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,21022,21022062002,75.1065778318294
