folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
864802,1,282002,4,1,3,2,1,33,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,4,2,2,0,1,1,1,7,7023,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,996,996,2,1,-34,-34,5,5,2,1,2,2,2,2,2,5,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41032,41032282002,24.4039965433892
257103,1,82003,4,1,3,2,1,75,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,2,1,-14,-14,1,2,2,6,2,5,1,-17,4,0,2,2,2,1,1,1,1001,2,1,-20,-20,-20,-20,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,611,996,4,2,2,2019,2,5,2,1,2,2,2,2,1,4,2,-37,1,2,80370001,2,2,-39,-39,-39,3,-41,-41,1,48,48141,4814124000,2,1,2,1,2,1,2,5,1,4,1,20,6,1,1,2,2,2,2,20,1975,1975,2,2,1,111,4,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,-1,1,3,1,41032,41032082003,27.2509010236002
634001,1,222001,4,1,3,2,1,51,1,-2,2,1,8,-7,-7,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,5,1,4,0,2,1,1,10,10005,2,1,-20,-20,-20,-20,2,1,1,1,1,2,2,2,2,1,2,2,2,1,-23,2,2,2,3,3,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,712,611,996,1,1,-34,-34,777,7,2,1,2,2,2,2,1,4,1,2,1,2,80370001,3,2,-39,-39,-39,2,-40,2,1,8,8031,803120000,2,2,2,1,2,1,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,3,1,41032,41032222001,28.4692527102048
623202,1,242002,4,1,2,2,1,49,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,4,2,6,1,-17,2,0,2,0,2,1,1,8,8045,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,712,2,2,2,-31,10,5,1500,1,3,99,2,236,7,2,2,-32,2,2,2,2,3,-33,-33,712,996,996,2,1,-34,-34,10,5,2,1,2,2,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,41022,41022242002,34.5275372716825
292002,1,112002,4,1,3,2,1,37,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,4,2,2,0,1,1,1,32,32056,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,712,5,-30,2,-31,8,6,1200,1,3,98,1,111,7,2,2,-32,2,2,2,2,2,-33,-33,712,996,996,2,1,-34,-34,6,1,2,1,2,2,2,2,2,0,-36,-36,1,1,80370001,3,2,-39,-39,-39,2,-40,2,1,8,8031,803120000,2,2,2,2,1,1,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,3,4,3,1,41032,41032112002,36.7720356193665
191601,1,102001,4,1,3,2,1,32,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,1,1,-17,6,4,2,0,1,1,1,7,7032,1,1,-20,-20,-20,-20,1,1,1,2,1,2,2,2,2,2,2,2,2,1,-23,1,-25,-25,-25,-25,712,1,2,1,1,8,5,2500,1,3,1,2,236,7,2,2,-32,2,2,2,2,2,-33,-33,712,731,996,1,1,-34,-34,777,7,2,1,2,2,2,2,2,3,1,2,1,2,80370001,3,1,3,7000,2,2,-40,2,1,48,48113,4811319000,2,2,2,1,2,1,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,1,-47,2020,2,2,2,-48,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,3,1,41032,41032102001,42.5556121309009
879001,1,292001,4,1,3,2,1,56,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,1,1,-14,-14,1,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,32,32010,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,713,996,1,1,-34,-34,777,7,2,1,2,2,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,1,2,1,41032,41032292001,43.7539866898802
881301,1,292001,4,1,3,2,1,72,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,1,-14,-14,1,2,2,6,2,4,2,4,6,2,3,1,2,2,1,5,5035,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,2,2,1,2,2,2,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,996,996,4,1,-34,-34,6,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,1,2,1,41032,41032292001,43.7539866898802
736601,1,242001,5,1,3,2,1,38,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,2,3,-15,-15,-15,2,2,6,2,3,1,-17,1,-18,-18,-18,-18,-18,1,26,26036,2,2,1,25,25011,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,15,2,5,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,712,721,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,5,2,1,51032,51032242001,44.6867136517703
212002,1,82002,4,1,3,2,1,61,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,1,1,-14,-14,1,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,9,9015,2,2,1,11,11027,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,996,996,1,1,-34,-34,997,97,2,1,2,2,2,1,1,4,1,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,1,2,1,41032,41032082002,48.4962950925613
854902,1,272002,5,1,3,2,1,42,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,5,0,5,0,1,1,1,26,26033,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,3,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,712,611,996,1,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,1,-47,9999,1,2,2,-48,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,-1,6,2,1,51032,51032272002,51.1172407310547
635102,1,242002,4,1,2,2,1,45,1,-2,2,1,3,2,2,3,0,-10,-10,-10,3,1,1,6,1,-14,-14,1,2,2,6,2,5,2,4,7,0,7,0,4,2,1,32,32004,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,1,5,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,712,996,996,1,1,-34,-34,6,3,2,1,2,2,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,1,41022,41022242002,51.8959348107771
454402,1,182002,5,1,2,2,1,39,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,5,1,4,0,2,1,1,25,25003,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,712,2,2,2,-31,8,5,2500,1,3,1,2,236,7,2,2,-32,2,2,2,2,2,-33,-33,712,699,996,3,1,-34,-34,4,3,2,1,2,2,1,2,2,0,1,2,1,1,260430001,1,2,-39,-39,-39,1,1,2,1,4,4013,401346000,2,2,2,1,2,1,4,3,1,6,1,13,6,2,2,2,2,2,2,1,-47,2018,2,1,1,236,4,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,4,3,1,51022,51022182002,54.4370776698493
470503,1,172003,4,1,1,2,1,35,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,1,1,1,3,3,-15,-15,-15,2,2,3,2,5,1,-17,4,2,2,0,1,1,1,9,9014,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,3,3,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,712,713,996,2,1,-34,-34,3,5,2,1,2,2,2,2,1,4,1,2,1,2,80370001,3,2,-39,-39,-39,2,-40,2,1,8,8031,803120000,2,2,2,1,2,1,3,5,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,3,1,41012,41012172003,54.7756300664872
464202,1,182002,4,1,2,3,1,75,1,-2,2,1,3,2,2,3,1,3,-11,-11,2,1,1,4,1,-14,-14,1,2,2,6,2,5,2,4,5,1,2,2,2,2,1,8,8032,2,1,-20,-20,-20,-20,2,2,1,1,1,2,1,2,2,2,2,2,2,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,996,996,4,2,2,2019,3,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,1,2,1,41023,41023182002,59.52262723444
365501,1,152001,2,1,2,2,1,29,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,5,3,2,0,1,1,1,19,19044,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,712,2,2,2,-31,5,4,9999999,99,99,3,3,236,7,2,1,-32,2,2,1,1,3,-33,-33,712,996,996,1,1,-34,-34,2,3,2,1,2,1,1,1,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,21022,21022152001,61.7490562845495
503702,1,202002,4,1,2,2,1,38,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,3,2,6,1,-17,2,0,1,0,1,1,1,24,24008,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,996,996,1,1,-34,-34,9,5,2,1,2,1,2,1,2,5,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41022,41022202002,69.9858492236538
15602,1,22002,2,1,3,2,1,37,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,6,3,3,0,2,1,1,19,19005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,712,996,996,2,10,2,2019,2,5,2,1,1,1,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,21032,21032022002,71.9126171663866
643701,1,222001,4,1,3,1,1,27,1,-2,2,1,7,-8,-8,2,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,6,2,4,0,3,2,1,10,10005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,922,1,2,2,-31,7,6,700,1,3,1,2,236,7,2,2,-32,2,2,2,2,3,-33,-33,712,996,996,2,1,-34,-34,997,97,2,1,2,2,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,3,4,2,1,41031,41031222001,73.640282737841
639202,1,242002,4,1,3,3,1,67,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,1,1,-14,-14,1,2,2,6,2,5,1,-17,4,0,3,1,2,1,1,8,8019,2,1,-20,-20,-20,-20,2,2,1,1,1,2,1,2,2,1,2,2,2,2,3,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,712,996,996,2,2,2,2019,6,5,2,1,1,2,2,2,1,4,1,2,1,1,80370001,2,2,-39,-39,-39,1,1,2,1,8,8031,803120000,2,1,2,1,2,1,6,5,1,4,1,5,6,1,1,2,2,2,2,10,2015,2019,2,1,1,236,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,3,1,41033,41033242002,76.0608547017557
46003,1,32003,5,1,5,2,1,32,1,-2,2,1,8,-7,-7,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,2,0,2,0,2,1,1,18,18001,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,20,2,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,712,751,996,2,1,-34,-34,997,97,2,1,2,1,2,2,1,5,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,51052,51052032003,86.5852602473718
492401,1,162001,2,1,3,3,2,30,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,5,2,6,2,2,4,0,4,0,2,2,1,19,19039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,996,996,1,1,-34,-34,3,2,2,1,2,2,2,2,2,2,2,-37,1,1,280270001,3,1,1,19800,1,3,-41,-41,1,48,48201,4820169020,3,2,2,1,2,1,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,3,1,21033,21033162001,88.1149231756706
334703,1,112003,5,1,1,2,1,35,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,2,0,2,0,2,1,1,26,26036,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,6,-27,-27,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,712,996,996,3,97,2,2020,5,2,2,1,2,2,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51012,51012112003,88.1624052471134
251903,1,82003,4,1,3,2,1,43,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,4,2,5,1,-17,4,2,2,0,1,1,1,32,32010,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,712,2,1,1,1,8,5,2800,1,3,1,2,236,7,2,2,-32,2,2,2,2,3,-33,-33,712,713,996,4,1,-34,-34,8,5,2,1,2,2,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,41032,41032082003,89.625185593482
634202,1,242002,4,1,2,2,1,29,1,-2,2,1,8,-7,-7,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,3,2,6,2,2,7,2,5,0,3,2,1,20,20067,2,1,-20,-20,-20,-20,2,2,1,1,1,2,2,2,2,1,2,2,2,1,-23,2,2,1,5,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,712,941,996,2,1,-34,-34,777,7,2,1,2,2,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,41022,41022242002,94.3752685559647
465102,1,182002,4,1,2,3,1,49,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,3,2,6,1,-17,1,-18,-18,-18,-18,-18,1,8,8045,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,4,3,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,712,996,996,2,1,-34,-34,777,7,2,1,2,2,2,2,1,4,1,2,1,2,80370001,3,1,3,2000,2,2,-40,2,1,48,48141,4814124000,3,2,2,1,2,1,777,7,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,3,1,41023,41023182002,95.8975661051289
634802,1,242002,4,1,2,2,1,43,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,3,0,3,0,2,1,1,32,32056,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,3,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,712,611,996,1,1,-34,-34,2,5,2,1,2,2,2,2,1,4,1,6,1,1,80370001,3,2,-39,-39,-39,2,-40,2,2,-42,-42,-42,-42,-42,-42,-42,-42,2,6,5,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,3,1,41022,41022242002,98.211661590607
26703,1,22003,4,1,3,2,1,64,1,-2,2,1,8,-7,-7,0,-9,-9,-9,-9,-9,1,1,1,1,-14,-14,1,2,2,6,2,3,1,-17,1,-18,-18,-18,-18,-18,1,8,8019,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,712,1,2,2,-31,8,6,2500,1,3,1,2,236,1,2,2,-32,2,2,2,2,2,-33,-33,712,996,996,5,1,-34,-34,777,7,2,1,2,2,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,3,1982,1993,2,2,1,236,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,41032,41032022003,100.799797975618
27403,1,22003,4,1,3,2,1,77,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,2,1,-14,-14,1,2,2,6,2,4,2,4,5,1,3,1,2,2,1,32,32005,2,1,-20,-20,-20,-20,2,2,1,1,1,2,1,2,2,1,2,2,2,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,712,996,996,4,1,-34,-34,2,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,1,2,1,2,2,2,2,-1,1,2,1,41032,41032022003,100.799797975618
