folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
285012,202012,4,1,2,2,2,1,41,1,-2,2,1,7,-8,-8,5,1,1,1,5,5,1,1,3,3,-15,-15,-15,2,2,1,2,1,1,-17,6,1,5,0,3,1,1,24,24024,2,1,-20,-20,-20,-20,2,1,1,1,2,2,2,2,2,2,2,2,2,1,-23,1,-25,-25,-25,-25,263,2,2,2,-31,8,7,1500,1,3,1,4,811,1,2,2,-32,2,2,2,1,3,-33,-33,264,996,996,2,1,-34,-34,8,5,2,1,2,1,2,1,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,6,6,2,1,12022,12022202012,381.68960869205
686311,302011,4,1,2,2,2,2,25,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,1,2,6,2,2,5,1,4,0,4,2,1,15,15025,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,11,96,311,321,996,1,1,-34,-34,6,5,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,1,2,2,-1,6,2,1,12022,12022302011,360.690043528425
613411,252011,4,7,1,2,3,1,22,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,4,1,3,0,3,2,1,2,2001,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,1600,1,3,1,4,464,1,2,2,-32,2,2,2,2,3,-33,-33,421,996,996,3,5,2,2019,1,6,2,1,2,2,2,2,1,3,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,6,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,71023,71023252011,347.786207770287
285512,202012,4,1,2,2,2,2,19,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,1,2,1,2,0,2,0,2,2,1,30,30113,97,1,-20,-20,-20,-20,97,1,1,1,2,1,2,1,2,1,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,11,96,751,996,996,2,1,-34,-34,6,5,2,1,2,1,2,1,1,4,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,12022,12022202012,334.690515428178
250712,182012,4,1,2,2,3,1,63,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,2,1,-14,-14,1,2,2,6,2,2,1,-17,3,0,2,0,0,1,1,14,14030,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,721,2,2,2,-31,8,5,1000,1,3,1,2,811,1,2,2,-32,2,2,2,2,3,-33,-33,722,263,713,2,1,-34,-34,4,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,2,1,2,1,12023,12023182012,329.47855177972
87610,72010,4,1,2,2,3,2,51,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,1,-14,-14,1,2,2,6,2,4,2,3,5,2,2,1,2,2,1,28,28009,2,2,1,28,28038,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,-23,2,5,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,3,-33,-33,815,996,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,1,2,1,12023,12023072010,321.24158872687
69110,52010,4,1,2,2,2,1,23,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,1,2,5,2,2,1,-17,1,-18,-18,-18,-18,-18,1,31,31050,2,2,1,15,15025,2,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,1200,1,3,1,3,461,1,2,2,-32,2,2,2,2,3,-33,-33,422,999,312,3,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,4,6,2,1,12022,12022052010,298.972297308412
242411,122011,4,7,1,10,2,2,57,1,-2,2,1,3,2,2,3,3,3,-11,-11,0,1,1,2,1,-14,-14,1,2,2,6,2,5,2,1,7,3,2,2,3,2,1,25,99999,99,2,1,25,25006,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,511,996,996,4,1,-34,-34,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,2,2,2,2,2,1,1,2,2,2,2,2,-1,1,2,1,71102,71102122011,298.7570727644
382012,292012,4,1,1,2,2,1,42,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,8,-15,-15,-15,2,2,2,2,5,1,-17,3,1,2,0,2,1,1,22,22014,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,211,212,199,1,1,-34,-34,999,99,2,1,2,1,1,2,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,7,2,1,11022,11022292012,298.526742561572
637211,252011,4,1,2,2,2,2,56,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,1,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,30,30069,97,1,-20,-20,-20,-20,97,1,1,2,2,1,2,2,2,2,2,2,2,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,11,96,421,962,996,1,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,2,2,1,12022,12022252011,296.562021900625
49310,42010,4,7,1,2,3,1,53,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,5,2,5,1,-17,5,0,5,0,1,1,1,30,30044,99,1,-20,-20,-20,-20,99,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,611,3,2,1,3,7,6,0,0,0,1,3,111,6,2,2,-32,2,2,2,2,3,-33,-33,611,712,996,2,1,-34,-34,3,5,2,1,2,1,2,1,1,5,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,71023,71023042010,281.266549943564
445711,192011,4,7,1,10,2,2,56,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,2,1,-14,-14,1,2,2,6,2,6,1,-17,2,0,2,0,0,2,1,25,25006,1,1,-20,-20,-20,-20,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,611,996,996,4,1,-34,-34,1,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,1,2,2,2,2,2,1,1,2,2,2,2,2,-1,1,2,1,71102,71102192011,280.084756668
363111,152011,4,7,1,2,1,2,36,1,-2,2,1,5,2,2,1,0,-10,-10,-10,1,1,1,3,2,-15,-15,-15,1,1,6,2,1,2,1,5,3,2,0,2,2,1,20,20482,1,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,4,-27,-27,6,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,962,511,996,1,1,-34,-34,10,5,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,71021,71021152011,262.553524136662
169710,112010,4,1,2,2,3,2,28,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,1,1,1,3,8,-15,-15,-15,2,2,2,2,5,2,1,2,0,2,0,2,2,1,20,20003,97,2,1,19,19038,2,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,212,421,996,1,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,3,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,-1,7,2,1,12023,12023112010,248.113421781214
206412,142012,4,4,1,1,3,2,29,1,-2,2,1,3,2,2,3,2,2,1,96,3,1,1,3,6,-15,-15,-15,2,2,6,2,5,2,1,4,2,2,0,1,2,1,9,99999,97,1,-20,-20,-20,-20,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,521,996,996,4,1,-34,-34,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,7,2,1,41013,41013142012,246.02247405792
361412,272012,4,4,1,2,3,1,28,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,2,0,2,0,2,1,1,15,15003,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,511,2,2,2,-31,8,5,2000,1,3,1,4,722,1,2,2,-32,2,2,2,2,2,-33,-33,511,996,996,2,1,-34,-34,6,5,2,1,2,1,2,1,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,6,2,1,41023,41023272012,244.957441937226
566611,222011,4,7,1,2,2,1,45,1,-2,2,1,3,2,2,5,3,1,4,96,4,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,5,3,2,0,1,1,1,27,27015,1,1,-20,-20,-20,-20,1,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,313,1,1,1,2,2,4,1300,1,2,1,8,468,1,2,2,-32,2,2,2,2,3,-33,-33,998,996,996,2,2,1,-35,15,5,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,1,2,2,2,2,6,4,2,1,71022,71022222011,229.109330954424
286610,212010,4,7,1,2,3,1,25,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,5,9,-15,-15,-15,2,2,4,2,5,1,-17,3,1,2,0,0,1,1,12,12029,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,225,1,1,2,-31,9,6,3800,1,5,3,2,811,1,2,1,-32,2,2,2,2,3,-33,-33,263,996,996,1,1,-34,-34,1,6,2,1,2,1,1,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,7,2,1,71023,71023212010,213.00700256402
209812,152012,4,4,1,3,3,1,26,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,5,2,3,0,2,1,1,11,11012,97,2,1,11,11016,97,97,1,1,2,2,2,2,2,2,2,2,1,2,1,-23,1,-25,-25,-25,-25,834,5,-30,2,-31,8,6,2500,1,3,1,1,485,4,2,2,-32,2,2,2,2,2,-33,-33,834,263,996,8,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,5,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,6,2,1,41033,41033152012,191.7058234
31010,12010,4,7,1,2,2,2,19,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,3,2,2,3,0,3,0,1,2,1,26,26029,2,2,1,26,26025,1,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,998,996,996,6,2,2,2013,3,5,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,71022,71022012010,181.291224592778
47512,12012,4,7,1,2,1,1,30,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,1,1,-17,3,1,2,0,2,1,1,9,9007,2,1,-20,-20,-20,-20,2,1,1,2,2,2,2,1,2,2,2,2,2,1,-23,1,-25,-25,-25,-25,712,2,2,2,-31,8,6,2000,1,3,1,3,236,7,1,2,-32,2,2,2,2,2,-33,-33,999,999,999,2,1,-34,-34,5,6,2,1,2,1,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,3,4,2,1,71021,71021012012,181.12147496384
248810,192010,4,7,1,12,2,1,18,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,2,0,2,0,2,2,1,26,26030,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,5,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,998,996,996,4,1,-34,-34,10,6,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,71122,71122192010,174.641083927623
101410,82010,4,4,1,1,2,1,47,1,-2,2,1,7,-8,-8,4,1,1,1,96,3,1,1,3,3,-15,-15,-15,2,2,2,2,5,1,-17,4,1,3,0,1,1,1,15,15039,2,2,1,15,15106,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,411,996,996,2,1,-34,-34,4,6,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,41012,41012082010,170.187822006298
15310,12010,4,4,1,1,3,2,65,1,-2,2,1,4,2,2,2,0,-10,-10,-10,2,1,1,6,1,-14,-14,1,2,2,6,2,4,2,2,3,0,2,1,2,2,1,19,19039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,996,996,4,1,-34,-34,997,97,2,1,2,1,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,1,41013,41013012010,169.049681202843
240312,162012,4,4,1,1,3,1,44,1,-2,2,1,2,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,2,2,5,1,-17,5,1,4,0,2,1,1,15,15006,97,1,-20,-20,-20,-20,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,6,-27,-27,4,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,411,996,996,5,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,41013,41013162012,159.75485352792
26111,32011,4,1,2,2,2,2,58,1,-2,2,1,2,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,24,24013,2,1,-20,-20,-20,-20,2,1,1,2,1,1,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,815,996,996,4,1,-34,-34,3,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,-1,4,2,1,12022,12022032011,155.233058891909
428311,192011,4,7,1,2,2,2,53,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,2,0,2,0,1,2,1,2,2004,2,2,1,24,24032,99,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,999,996,996,4,2,2,2020,1,2,2,1,2,2,2,1,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,71022,71022192011,153.772023507482
150312,112012,4,4,1,1,2,1,37,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,3,6,-15,-15,-15,2,2,5,2,5,1,-17,5,3,2,0,2,1,1,15,15011,2,1,-20,-20,-20,-20,2,1,1,2,2,2,2,2,2,2,2,2,1,1,-23,1,-25,-25,-25,-25,834,1,2,2,-31,8,6,2000,1,3,1,6,492,4,2,2,-32,2,2,2,2,2,-33,-33,834,996,996,2,1,-34,-34,1,6,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,5,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,7,2,1,41012,41012112012,152.26919746736
199612,132012,4,4,1,3,2,2,32,1,-2,2,1,3,2,2,3,3,1,1,2,3,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,4,3,1,0,1,2,1,10,10005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,996,996,4,1,-34,-34,1,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41032,41032132012,150.62600350464
