folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
168211,72011,4,7,1,1,2,1,27,1,-2,2,1,5,2,2,4,0,-10,-10,-10,0,1,1,4,8,-15,-15,-15,2,2,3,2,6,2,3,4,0,4,0,4,2,1,7,7101,2,2,1,7,7089,2,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,1,-26,-26,-26,233,1,2,2,-31,8,5,6500,1,5,1,6,611,1,1,1,-32,2,2,2,2,3,-33,-33,999,996,996,1,1,-34,-34,3,6,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,7,2,1,71012,71012072011,780.859603058968
66211,72011,4,7,1,1,2,2,25,1,-2,2,1,3,2,2,1,1,1,1,96,1,1,1,3,3,-15,-15,-15,2,2,6,1,5,1,-17,3,1,2,0,1,2,1,12,12001,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,999,521,996,4,1,-34,-34,2,5,2,1,2,1,2,1,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,71012,71012072011,780.859603058968
104911,82011,4,7,1,5,2,2,20,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,2,9,-15,-15,-15,2,2,6,1,5,2,1,2,0,2,0,1,2,1,26,26042,2,2,1,26,26003,1,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,421,996,996,4,1,-34,-34,2,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,-1,7,2,1,71052,71052082011,770.233080837
200512,132012,4,4,1,2,3,2,37,1,-2,2,1,8,-8,-8,2,1,2,1,96,2,1,1,3,3,-15,-15,-15,2,2,3,2,5,2,1,3,0,3,0,2,2,1,10,10005,2,2,1,10,10018,97,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,521,996,996,5,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,41023,41023132012,766.8232936
541011,212011,4,7,1,1,2,1,20,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,3,2,6,2,2,5,0,5,0,2,2,1,17,17004,1,1,-20,-20,-20,-20,1,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,1,-26,-26,-26,421,1,2,2,-31,8,5,1000,1,3,1,2,461,1,2,2,-32,2,2,2,2,3,-33,-33,998,996,996,4,2,1,-35,777,7,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,4,6,2,1,71012,71012212011,691.055275561823
11310,22010,4,4,1,2,1,2,28,1,-2,2,1,3,2,2,2,0,-10,-10,-10,0,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,5,1,3,1,2,2,1,26,26007,97,1,-20,-20,-20,-20,97,2,1,1,2,2,2,2,2,2,2,2,2,1,-23,2,4,-27,-27,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,281,521,996,4,1,-34,-34,3,5,2,1,2,1,2,1,1,4,1,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,41021,41021022010,690.14096424
250612,182012,4,1,2,2,3,1,62,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,6,2,5,1,-17,8,3,5,0,3,1,1,30,30155,2,1,-20,-20,-20,-20,2,1,1,1,2,1,2,1,2,2,2,2,2,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,611,712,996,4,1,-34,-34,10,1,2,1,2,2,2,2,2,0,-36,-36,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,1,2,2,2,2,1,2,1985,1985,2,2,1,111,1,4,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,1,1,2,-1,2,2,1,12023,12023182012,561.519849540856
179510,132010,4,4,1,3,1,1,22,1,-2,2,1,7,-8,-8,2,0,-10,-10,-10,2,1,1,3,3,-15,-15,-15,2,2,4,2,6,2,2,7,2,4,1,3,2,1,10,10005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,923,1,2,2,-31,8,6,1200,1,3,1,2,337,1,2,2,-32,2,2,2,2,2,-33,-33,923,996,996,2,1,-34,-34,1,6,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,41031,41031132010,557.689668830458
301712,202012,4,4,1,1,3,2,58,1,-2,2,1,3,2,2,3,0,-10,-10,-10,3,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,4,0,4,0,3,2,1,15,15027,97,1,-20,-20,-20,-20,97,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,511,999,996,4,1,-34,-34,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,1,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41013,41013202012,511.21552837208
112512,72012,4,1,2,2,3,1,44,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,30,30110,97,1,-20,-20,-20,-20,97,1,1,2,2,2,2,2,2,1,2,2,2,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,4,6,217,996,996,2,1,-34,-34,6,3,2,1,2,1,2,1,1,4,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,1,-47,9998,2,2,1,238,2,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,1,1,-1,2,2,1,12023,12023072012,492.495813712562
269710,192010,4,4,1,2,2,1,28,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,1,1,1,3,3,-15,-15,-15,2,2,3,2,5,1,-17,3,1,2,0,2,1,1,26,26008,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,923,1,2,2,-31,10,6,1500,1,3,1,2,811,1,2,2,-32,2,2,2,2,2,-33,-33,263,713,996,2,1,-34,-34,6,5,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,41022,41022192010,491.2461724625
78910,62010,4,7,1,9,3,2,30,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,4,2,2,3,0,3,0,1,1,1,26,26018,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,311,1,1,1,2,8,6,1500,1,3,1,3,541,1,2,2,2,2,2,2,2,2,-33,-33,998,996,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,4,2,1,71093,71093062010,483.782761794218
17510,12010,4,4,1,1,3,1,44,1,-2,2,1,5,2,2,1,0,-10,-10,-10,0,1,1,5,9,-15,-15,-15,2,2,6,2,5,1,-17,1,-18,-18,-18,-18,-18,1,14,14039,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,224,996,996,1,1,-34,-34,997,97,2,1,2,1,2,1,2,3,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,7,2,1,41013,41013012010,436.130748235
87210,72010,4,1,2,2,3,2,21,1,-2,2,1,8,-8,-8,2,1,1,1,2,2,1,1,3,3,-15,-15,-15,2,2,3,2,5,2,1,3,1,2,0,1,2,1,30,30161,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,11,96,998,996,996,8,1,-34,-34,777,7,2,1,2,1,2,1,1,5,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,12023,12023072010,421.139887155642
362311,152011,4,1,2,2,3,1,32,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,2,3,-15,-15,-15,2,2,3,2,2,2,2,6,1,4,1,3,2,1,28,28038,2,1,-20,-20,-20,-20,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,11,96,421,996,996,5,1,-34,-34,6,5,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,5,2,1,12023,12023152011,413.522369635357
367410,292010,4,1,2,2,3,2,30,1,-2,2,1,7,-8,-8,2,0,-10,-10,-10,0,1,1,3,3,-15,-15,-15,2,2,3,2,6,2,2,3,0,2,0,3,2,1,25,25012,2,2,1,15,15013,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,522,421,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,1,1,1,-1,6,2,1,12023,12023292010,387.405166931715
