folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
670409,262009,3,5,1,5,2,2,42,1,-2,2,1,8,-8,-8,1,1,1,1,96,1,1,1,3,3,-15,-15,-15,2,2,6,2,2,1,-17,2,1,1,0,1,1,1,25,25010,1,1,-20,-20,-20,-20,1,1,1,1,2,1,2,1,2,2,2,2,2,1,-23,2,6,-27,-27,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,521,996,996,1,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51052,51052262009,61.5697200868233
610109,262009,3,5,1,5,2,1,23,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,7,1,5,1,3,1,1,26,26025,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,2,2,2,2,2,2,1,-23,2,2,5,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,531,996,996,2,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,51052,51052262009,61.5697200868233
609209,262009,3,5,1,5,2,1,35,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,25,25006,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,611,1,2,2,-31,8,5,200,1,2,1,5,111,6,2,2,-32,2,2,2,2,2,-33,-33,611,712,996,1,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,1,4,2,1,51052,51052262009,61.5697200868233
484209,192009,3,5,1,5,2,1,38,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,18,18001,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,5,3,1,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,611,996,996,2,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,51052,51052192009,64.1416863037564
483209,192009,3,5,1,5,2,1,19,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,5,-15,-15,-15,2,2,6,2,6,2,2,8,0,8,0,3,2,1,25,25001,1,1,-20,-20,-20,-20,1,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,5,3,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,621,922,996,2,1,-34,-34,4,6,2,1,2,1,97,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51052,51052192009,64.1416863037564
480209,192009,3,5,1,5,2,2,25,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,3,0,3,0,2,2,1,26,26029,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,3,5,6,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,-33,-33,421,996,996,1,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,51052,51052192009,64.1416863037564
480109,192009,3,5,1,5,2,2,54,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,3,3,-15,-15,-15,2,2,6,2,5,2,1,3,0,3,0,2,2,1,26,26029,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,998,996,996,4,97,2,2020,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,-1,6,2,1,51052,51052192009,64.1416863037564
99808,132008,3,5,1,5,2,2,22,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,4,0,4,0,2,2,1,14,14039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,6,-27,-27,6,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,421,996,996,4,1,-34,-34,997,97,2,1,2,1,2,1,1,4,97,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,51052,51052132008,70.7717160529683
73908,132008,3,5,1,5,2,2,28,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,4,9,-15,-15,-15,2,2,2,2,6,1,-17,1,-18,-18,-18,-18,-18,1,26,26030,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,271,1,1,1,2,10,5,5200,1,3,1,5,541,1,2,2,2,2,2,2,2,2,-33,-33,271,996,996,3,99,2,2020,10,1,2,1,2,2,2,2,2,0,-36,-36,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,6,1,5,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,7,2,1,51052,51052132008,70.7717160529683
510309,182009,3,2,1,4,3,1,37,1,-2,2,1,2,2,2,1,0,-10,-10,-10,1,1,1,2,2,-15,-15,-15,2,2,6,2,1,2,1,2,0,2,0,2,2,1,24,24028,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,712,713,996,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,3,2,1,21043,21043182009,72.4320597820909
63308,112008,3,5,1,4,2,2,19,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,7,1,6,0,1,2,1,25,25015,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,217,996,996,4,1,-34,-34,997,97,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51042,51042112008,73.3928911774532
168009,72009,3,4,1,2,3,1,36,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,1,6,2,5,1,-17,4,1,3,97,2,1,1,26,26012,97,2,1,26,26009,97,97,1,1,1,2,2,2,2,2,2,2,2,2,1,-23,1,-25,-25,-25,-25,952,5,-30,2,-31,12,6,1500,1,3,1,1,461,4,2,2,-32,2,2,2,2,98,97,97,411,741,996,2,1,-34,-34,1,6,2,1,2,1,2,1,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,97,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,41023,41023072009,80.06394629364
103108,182008,3,4,1,3,1,2,66,1,-2,2,1,3,2,2,2,0,-10,-10,-10,2,1,1,6,1,-14,-14,1,2,2,6,2,4,2,4,3,0,2,1,1,2,1,11,11015,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,996,996,4,1,-34,-34,1,6,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,4,1,2,1,2,2,2,2,1,1,2,2,2,2,2,-1,2,2,1,41031,41031182008,84.0671426945488
205108,282008,3,5,1,3,3,2,45,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,26,26058,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,998,996,996,4,97,2,2020,997,97,2,1,2,2,1,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,20,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,-1,6,2,1,51033,51033282008,86.0362038894327
203808,282008,3,5,1,3,3,2,22,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,5,0,4,1,1,2,1,26,26036,2,1,-20,-20,-20,-20,2,1,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,511,996,996,2,1,-34,-34,997,97,2,1,2,1,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,51033,51033282008,86.0362038894327
102308,172008,3,5,1,1,2,1,48,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,5,2,3,0,1,1,1,8,8002,2,2,1,26,26035,1,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,959,751,996,3,99,2,2020,8,1,2,1,2,2,2,2,2,0,-36,-36,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,1,-47,1998,2,2,2,-48,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,-1,4,2,1,51012,51012172008,87.1036506056285
102208,172008,3,5,1,1,2,1,39,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,1,3,-15,-15,-15,2,2,6,2,1,1,-17,4,2,2,0,1,1,1,26,26035,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,959,712,996,3,97,2,2020,8,1,2,1,2,2,2,2,1,0,-36,-36,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,5,2,1,51012,51012172008,87.1036506056285
100808,172008,3,5,1,1,2,1,39,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,5,2,3,0,1,1,1,26,26035,1,1,-20,-20,-20,-20,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,421,996,996,3,97,2,2020,7,1,2,1,2,2,2,2,2,0,-36,-36,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,51012,51012172008,87.1036506056285
100708,172008,3,5,1,1,2,1,28,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,25,25001,2,2,1,26,26036,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,511,996,996,3,97,2,2020,9,1,2,1,2,1,2,2,1,4,-36,-36,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,51012,51012172008,87.1036506056285
163908,262008,3,4,1,1,2,1,42,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,3,9,-15,-15,-15,2,2,1,2,5,1,-17,2,0,2,0,2,1,1,15,15022,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,1,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,999,996,996,5,1,-34,-34,2,5,2,1,2,2,2,1,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,7,2,1,41012,41012262008,91.8380561194924
130008,212008,3,4,1,2,2,2,64,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,6,2,4,2,4,2,0,2,0,2,2,1,5,5035,2,1,-20,-20,-20,-20,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,998,996,996,4,1,-34,-34,1,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,1,1,2,2,2,2,2,-1,2,2,1,41022,41022212008,96.0767345080557
10407,232007,3,4,1,2,2,2,56,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,5,1,-14,-14,1,2,2,6,2,4,2,4,2,0,2,0,1,2,1,1,1001,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,998,996,996,4,1,-34,-34,1,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,1,2,1,41022,41022232007,96.0767345080557
136708,222008,3,5,1,3,3,1,40,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,2,1,-17,1,-18,-18,-18,-18,-18,1,26,26058,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,721,996,996,3,97,2,2020,997,97,2,1,2,2,2,2,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,51033,51033222008,110.694222623285
134608,222008,3,5,1,3,3,2,20,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,8,1,5,1,2,2,1,26,26033,2,1,-20,-20,-20,-20,2,1,1,2,1,2,2,2,2,2,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,521,996,996,1,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,51033,51033222008,110.694222623285
104108,182008,3,4,1,3,1,1,28,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,1,1,-17,4,1,3,0,1,1,1,5,5035,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,2,3,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,899,996,996,1,1,-34,-34,2,5,2,1,2,2,2,1,2,5,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41031,41031182008,113.423921522774
730009,302009,3,2,1,4,2,1,23,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,2,2,-15,-15,-15,2,2,2,2,6,2,2,5,0,5,0,2,2,1,1,1001,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,998,996,996,1,1,-34,-34,777,7,2,1,2,2,1,2,2,3,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,3,2,1,21042,21042302009,117.572754842494
90508,152008,3,4,1,3,1,1,39,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,4,2,5,1,-17,4,2,2,0,1,2,1,8,8001,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,421,996,996,2,5,2,2020,2,3,2,1,2,2,2,2,2,5,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41031,41031152008,120.09591813507
88108,142008,3,4,1,1,2,1,40,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,3,1,2,0,1,1,1,9,9005,2,2,1,32,32005,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,1,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,899,996,996,1,1,-34,-34,2,5,2,1,2,2,2,2,1,4,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41012,41012142008,123.431916441217
