folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_2,p1_2_1,p1_2_2,p1_3,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p4_2,p5,p5_1,p6,p7,p7_1,p8,p8_1,p8_2,p9p,p9e,p9m,p9u,p9_1,p9_2p,p9_2e,p9_2m,p9_2u,p9_2u_b,p10,p10_1_0_1,p10_1_0_2,p10_1_0_3,p10_1_0_4,p10_1_0_5,p10_1_0_6,p10_1_0_7,p10_1_0_8,p10_1_1c,p10_1_1u,p10_2_1,p10_2_2,p10_2_3,p10_2_4,p10_2_5,p11,p11_1,p11_2,p11_3,p11_3_1c,p11_3_1t,p11_4,p12_1,p12_2,p12_3,p12_4,p12_4_1,p12_5,p12_6,p12_7c,p12_7u,p12_7t,p12_7_1,p12_8,p12_9,p12_10,p12_11,p12_12,p12_13_1,p12_13_2,p12_13_3,p12_13_4,p12_13_5,p12_13_6,p12_13_7,p12_14,p12_14_1_1,p12_14_1_2,p12_14_1_3,p12_14_1_4,p12_14_1_5,p12_14_1_6,p12_14_1_7,p12_14_1_8,p12_14_1_9,p13,p13_1,p14,p15,p15_1,p16c,p16t,p16_1_1,p16_1_2,p16_1_3,p16_1_4,p16_1_5,p16_1_6,p16_2,p16_3,p16_4,p16_4_1,p17,p17_1,p17_2,p17_3,p18,p18_1,p18_2c,p18_2u,p19,p20,p20_1,p21,p21_1es,p21_1cn,p21_1cd,p21_2_1,p21_2_2,p21_2_3,p21_2_4,p21_2_5,p21_3,p22c,p22t,p23,p23_1,p23_2,p23_3c,p23_3t,p24,p24_1,p24_2,p24_3c,p24_3t,p25_1,p25_2,p25_3,p25_4,p26,p26_1,p26_2,p27m,p27a,p28,p29,p30,p31,p32c,p32t,p33,p34,p35_1,p35_2,p36,p37,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,p39_4,p40_1,p40_2,p40_3,lug_des,filtro,ponfin3,t2mp1,t2mp1_1_1,t2mp1_1_2,t2mp1_1_3,t2mp1_1_4,t2mp1_1_5,t2mp1_2_1,t2mp1_2_2,t2mp1_2_3,t2mp1_2_4,t2mp1_2_5,t2mp1_3,t2mp2
30584,2,111706,1,2,2,2,1,22,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,2,3,-15,-15,-15,2,2,2,2,-18,1,1,-19,1,-20,-20,1,28,28038,2,1,-22,-22,-22,-22,2,1,2,2,2,2,2,2,2,1,9999999,99,2,2,2,1,2,1,-25,1,-27,-27,-27,-27,997,1,2,2,-33,8,6,850,1,3,1,2,1,462,1,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,5,4,2,1,2,1,2,1,1,4,1,7,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,2,1,28.4615628760309, , , , , , , , , , , , , 
30596,2,111706,1,2,2,2,2,27,1,-2,2,1,7,-7,-7,2,3,3,1,1,3,1,1,2,3,-15,-15,-15,2,2,2,1,3,3,1,-19,4,1,1,1,11,11007,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,1,-27,-27,-27,-27,255,5,-32,2,-33,8,3,800,1,2,1,2,2,713,2,4,2,2,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,666,6,2,1,1,1,1,1,1,4,1,4,1,2,280320001,3,2,-43,-43,-43,5,-45,-45,2,-46,-46,-46,-46,-46,-46,-46,-46,2,5,1,1,6,1,2,1,-49,-49,-49,-49,-49,1,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,97,2,2,2,2,3,1,26.609634562551,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
30623,2,111706,1,2,2,3,2,31,1,-2,2,1,7,-7,-7,2,3,0,-10,-10,1,1,1,3,3,-15,-15,-15,2,2,2,2,-18,6,1,-19,4,1,1,1,28,28038,2,2,1,28,28009,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,1,-27,-27,-27,-27,141,1,1,1,2,9,6,1500,1,3,2,1,2,462,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,-36,1,-37,2,2,1,-38,-38,666,6,2,1,1,1,2,2,1,4,1,4,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,1,-53,1,99,9999,999999999,2,1,2,1,3,48,2,-55,-55,8,2,1,2,2,2,2,2,2,2,2,2,2,2,1,14.4114507326562, , , , , , , , , , , , , 
30631,2,111706,1,2,2,3,2,20,1,-2,2,1,5,2,2,1,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,2,2,-18,6,2,2,4,2,2,1,19,19006,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,1,-27,-27,-27,-27,522,5,-32,2,-33,9,5,700,1,3,1,2,1,998,5,4,2,2,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,6,4,2,1,2,1,2,2,1,4,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,2,1,15.5119610551716, , , , , , , , , , , , , 
30653,2,111706,1,2,2,3,1,34,1,-2,2,1,7,-7,-7,2,1,0,-10,-10,0,1,1,1,7,-15,-15,-15,2,2,2,2,-18,3,1,-19,1,-20,-20,1,1,1001,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,97,97,97,97,1,-25,1,-27,-27,-27,-27,834,1,2,1,2,12,5,3500,1,3,1,2,3,484,3,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,4,2,2017,1,2,2,1,1,2,2,2,2,3,1,5,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,2,2,2,2,2,2,2,2,2,2,2,1,16.3504457378586, , , , , , , , , , , , , 
30675,2,111706,1,2,2,3,1,42,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,4,1,-14,-14,1,2,2,2,2,-18,3,1,-19,1,-20,-20,1,30,30204,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,1,1,1,97,1,-25,1,-27,-27,-27,-27,713,5,-32,2,-33,7,7,800,1,3,1,2,1,238,4,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,5,4,2,1,2,2,2,2,1,4,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,2,1,7.68610671956581, , , , , , , , , , , , , 
30750,2,101706,1,1,2,3,1,80,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,2,-12,-12,-12,-12,-12,1,2,2,2,2,-18,5,1,-19,1,-20,-20,1,24,99999,99,2,1,28,28035,2,2,1,2,2,2,2,1,2,2,2,1200,1,2,2,2,2,2,2,1,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,7,2,2017,5,2,2,2,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1,3,1,3,2,-49,-49,-49,-49,-49,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,2,2,2,2,2,2,1,497.305893053053, , , , , , , , , , , , , 
30755,2,101706,1,1,2,3,2,66,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,1,1,4,7,-15,-15,-15,2,2,2,1,3,5,1,-19,2,2,1,1,28,28022,1,2,1,19,19026,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,5,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,3,2,2017,999,99,2,1,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1,3,1,6,2,-49,-49,-49,-49,-49,98,98,98,98,98,9998,98,98,9998,999999998,98,98,98,998,98,98,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,2,1,497.305893053053, , , , , , , , , , , , , 
30804,2,101706,5,1,1,2,1,26,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,1,1,1,7,-15,-15,-15,2,2,2,2,-18,6,1,-19,1,-20,-20,1,25,25012,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,2,1,-28,-28,-28,511,1,1,1,2,12,5,2500,1,3,1,2,3,722,1,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,997,97,2,1,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,1,-53,2,97,9997,260020001,2,2,2,997,97,97,2,-55,-55,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,24.614697627, , , , , , , , , , , , , 
30839,2,101706,5,1,1,2,2,48,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,7,-15,-15,-15,2,2,2,2,-18,5,2,1,4,2,2,1,26,26030,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,1,-27,-27,-27,-27,521,5,-32,2,-33,6,6,4500,1,3,1,1,3,465,1,3,2,2,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,97,2,2017,5,1,2,1,1,2,2,2,2,0,-40,-40,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1,6,1,20,2,-49,-49,-49,-49,-49,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,2,2,2,2,2,2,2,2,2,2,2,1,24.614697627, , , , , , , , , , , , , 
31090,2,131706,6,2,1,2,1,76,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,2,2,-18,6,1,-19,1,-20,-20,1,25,25006,2,1,-22,-22,-22,-22,2,1,2,2,2,2,1,2,2,2,1200,1,2,2,2,2,2,2,5,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,3,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,666,6,2,1,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,1,2,2,2,2,2,2,2,1,24.4613257870468, , , , , , , , , , , , , 
31106,2,131706,6,2,1,2,1,23,1,-2,2,1,2,2,2,2,3,1,1,1,2,1,1,3,2,-15,-15,-15,2,2,2,2,-18,1,1,-19,3,0,1,1,18,18018,2,2,1,26,26004,1,1,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,1,-27,-27,-27,-27,421,1,1,1,2,8,6,1250,1,3,1,1,3,463,1,3,2,2,-34,2,2,2,2,3,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,666,6,2,1,1,1,2,2,1,4,1,4,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,24.4613257870468, , , , , , , , , , , , , 
31107,2,131706,6,2,1,2,2,17,1,-2,2,1,8,-7,-7,2,2,1,1,1,2,1,1,3,2,-15,-15,-15,2,2,2,2,-18,1,2,1,2,1,2,1,18,18015,2,2,1,26,26030,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,2,5,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,3,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,666,6,2,2,2,1,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,24.4613257870468, , , , , , , , , , , , , 
31112,2,131706,1,2,2,2,1,23,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,2,3,-15,-15,-15,2,2,2,2,-18,3,2,3,2,2,2,1,1,1001,2,1,-22,-22,-22,-22,2,1,2,2,2,2,2,2,2,1,500,1,2,2,2,2,2,1,-25,2,1,-28,-28,-28,712,1,2,2,-33,8,6,4500,1,4,3,2,4,236,7,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,666,6,2,1,2,1,2,2,1,5,1,2,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,2,2,2,2,2,2,1,29.9643542442565, , , , , , , , , , , , , 
31119,2,131706,1,2,2,2,2,42,1,-2,2,1,7,-7,-7,2,1,0,-10,-10,1,1,1,3,7,-15,-15,-15,2,2,2,2,-18,2,2,2,3,1,1,1,7,7070,97,1,-22,-22,-22,-22,97,1,2,2,2,2,1,1,2,2,350,1,1,97,97,1,97,1,-25,1,-27,-27,-27,-27,211,1,1,1,2,8,5,1700,1,3,1,1,4,467,1,1,2,1,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,6,4,2,1,1,1,2,1,1,4,1,6,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,2,1,2,2,2,2,2,2,1,2,2,2,1,34.9584136228168, , , , , , , , , , , , , 
31124,2,131706,1,2,2,2,1,39,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,-18,2,1,-19,1,-20,-20,1,7,7113,99,1,-22,-22,-22,-22,99,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,1,-28,-28,-28,812,1,1,2,-33,6,6,2550,1,3,1,2,2,333,1,4,2,2,-34,2,2,1,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,1,-38,-38,666,6,2,1,1,1,2,2,2,5,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,2,2,2,2,2,2,2,2,2,2,2,1,14.4272814103877, , , , , , , , , , , , , 
31142,2,131706,1,2,2,2,1,20,1,-2,2,1,5,2,2,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,-18,1,1,-19,2,2,1,1,30,30118,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,1,97,1,97,1,-25,1,-27,-27,-27,-27,312,1,1,1,3,12,4,900,1,3,1,1,3,721,1,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,1,5,2,1,2,2,2,2,1,4,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,2,2,2,2,2,2,2,2,97,97,97,2,1,18.3115503790193, , , , , , , , , , , , , 
31163,2,131706,1,2,2,2,1,31,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,2,2,-15,-15,-15,2,2,2,2,-18,5,1,-19,2,2,1,1,18,18016,97,2,1,16,16003,99,99,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,1,-27,-27,-27,-27,960,1,1,1,2,9,6,800,1,3,1,2,2,811,1,4,1,1,-34,2,2,1,1,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,997,97,2,1,2,2,2,1,1,4,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,2,1,38.7039576499607, , , , , , , , , , , , , 
31172,2,131706,1,2,2,3,2,19,1,-2,2,1,7,-7,-7,2,1,0,-10,-10,1,1,1,1,7,-15,-15,-15,2,2,2,1,3,6,2,2,3,1,2,1,2,2002,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,2,2,15,1,99,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,1,5,2,1,1,2,1,2,1,4,1,4,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,1,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,11.19975599795, , , , , , , , , , , , , 
31179,2,131706,1,2,2,3,1,41,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,4,7,-15,-15,-15,2,2,2,1,2,3,1,-19,1,-20,-20,1,24,24032,97,1,-22,-22,-22,-22,97,1,2,1,2,2,2,2,2,2,5000,1,1,2,2,1,2,1,-25,1,-27,-27,-27,-27,223,2,1,1,2,10,5,3500,1,3,1,1,2,621,1,1,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,5,2,1,-38,-38,6,4,2,1,1,1,1,1,1,4,1,7,1,1,280320001,5,2,-43,-43,-43,4,-45,-45,2,-46,-46,-46,-46,-46,-46,-46,-46,2,5,1,1,6,1,1,2,-49,-49,-49,-49,-49,1,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,2,2,1,2,2,3,1,12.8017081113147,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
31191,2,131706,1,2,2,3,2,25,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,2,2,-18,6,1,-19,1,-20,-20,1,27,27002,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,1,-27,-27,-27,-27,962,2,1,1,2,8,6,300,1,2,3,2,1,561,1,4,1,2,2,2,1,2,2,1,1,1,2,2,2,2,-36,1,-37,2,2,1,-38,-38,666,6,2,1,2,1,2,2,2,3,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,2,2,2,2,2,2,1,18.907823361245, , , , , , , , , , , , , 
31201,2,131706,1,2,2,3,1,36,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,2,3,-15,-15,-15,2,2,2,2,-18,2,1,-19,1,-20,-20,1,28,28025,1,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,2,1,3,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,1,2,2,2,2,2,2,-36,1,-37,2,2,1,-38,-38,7,4,2,1,1,1,2,1,1,5,1,7,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,1,2,2,2,2,2,1,16.9094351884658, , , , , , , , , , , , , 
31213,2,131706,1,2,2,3,2,32,1,-2,2,1,3,2,2,2,3,1,1,1,3,1,1,3,3,-15,-15,-15,2,2,2,2,-18,5,1,-19,4,1,2,1,28,28007,1,1,-22,-22,-22,-22,1,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,2,5,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,3,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,997,97,2,1,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,2,1,19.830156208135, , , , , , , , , , , , , 
31223,2,131706,1,2,2,3,1,38,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,1,3,1,1,-19,2,1,1,1,6,6002,2,1,-22,-22,-22,-22,2,1,2,2,2,2,2,2,2,99,9999997,97,1,1,2,1,2,1,-25,1,-27,-27,-27,-27,263,1,1,1,1,8,6,1800,1,3,3,1,2,811,1,2,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,8,4,2,1,1,1,2,1,1,5,1,7,1,1,280330282,5,1,2,9999997,97,1,2,2,2,-46,-46,-46,-46,-46,-46,-46,-46,2,666,6,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,97,2,2,2,2,3,1,11.566021725375,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
31723,2,131706,2,1,4,2,1,27,1,-2,2,1,8,-7,-7,2,1,0,-10,-10,0,1,1,3,2,-15,-15,-15,2,2,2,2,-18,6,2,2,5,2,1,1,16,16006,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,2,2,1,2,1,-25,1,-27,-27,-27,-27,631,5,-32,2,-33,11,6,1600,1,3,1,2,3,111,6,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,3,1,2,1,2,2,2,2,2,0,-40,-40,1,1,280270001,5,2,-43,-43,-43,2,-44,7,2,-46,-46,-46,-46,-46,-46,-46,-46,2,666,6,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,3,1,40.199213886,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
